# data		conc.	1	2	3	4	5	6	jolly	supers.
#									
03/01/2017	1	9	12	27	32	45	77	3	64
05/01/2017	2	1	7	21	27	39	78	40	18
07/01/2017	3	2	8	62	79	81	88	32	35
10/01/2017	4	1	9	22	25	58	84	12	46
12/01/2017	5	14	16	30	34	52	73	28	44
14/01/2017	6	12	17	24	45	67	84	32	64
17/01/2017	7	16	44	49	57	60	81	51	78
19/01/2017	8	32	51	74	79	80	81	64	3
21/01/2017	9	6	55	63	68	76	80	37	21
24/01/2017	10	63	67	74	77	83	85	21	69
26/01/2017	11	43	48	49	51	60	75	29	70
28/01/2017	12	9	13	15	51	73	74	7	14
31/01/2017	13	14	15	16	43	49	77	8	86
02/02/2017	14	11	27	56	57	64	66	33	82
04/02/2017	15	13	18	34	51	62	81	20	67
07/02/2017	16	2	21	38	74	79	83	88	4
09/02/2017	17	18	25	35	38	45	75	20	44
11/02/2017	18	6	9	11	32	63	83	42	80
14/02/2017	19	9	14	19	35	48	65	2	65
16/02/2017	20	13	17	26	33	60	78	69	30
18/02/2017	21	7	13	24	36	37	86	33	61
21/02/2017	22	4	22	36	60	66	90	11	49
23/02/2017	23	9	11	21	37	86	90	17	12
25/02/2017	24	11	17	40	69	84	85	82	62
28/02/2017	25	19	22	44	45	71	76	3	87
02/03/2017	26	34	37	52	58	65	89	86	28
04/03/2017	27	2	11	26	51	64	87	37	37
07/03/2017	28	8	19	28	33	71	89	17	85
09/03/2017	29	4	17	39	40	50	58	15	52
11/03/2017	30	3	6	46	48	63	76	66	71
14/03/2017	31	16	21	53	74	79	80	27	10
16/03/2017	32	16	21	31	62	69	85	12	28
18/03/2017	33	14	41	60	74	79	80	18	79
21/03/2017	34	32	35	58	63	76	79	14	53
23/03/2017	35	25	39	48	74	86	89	67	18
25/03/2017	36	3	50	60	64	85	86	58	76
28/03/2017	37	3	6	20	54	72	90	71	71
30/03/2017	38	5	16	40	70	74	76	85	69
01/04/2017	39	8	46	68	70	76	86	39	66
04/04/2017	40	3	16	29	34	37	57	62	41
06/04/2017	41	15	16	21	24	53	89	31	15
08/04/2017	42	4	6	27	76	80	86	48	43
11/04/2017	43	5	57	59	69	81	86	77	83
13/04/2017	44	16	24	56	69	85	87	51	82
15/04/2017	45	6	20	35	36	55	59	52	31
18/04/2017	46	18	29	52	74	76	88	31	63
20/04/2017	47	3	14	52	67	72	82	61	20
22/04/2017	48	1	4	9	10	36	79	56	83
24/04/2017	49	8	17	28	35	74	82	13	61
27/04/2017	50	8	27	54	62	82	83	17	4
29/04/2017	51	8	14	25	41	79	84	85	70
02/05/2017	52	28	43	59	60	78	80	2	26
04/05/2017	53	15	20	33	39	65	75	7	71
06/05/2017	54	57	60	73	77	82	86	72	51
09/05/2017	55	3	25	63	70	75	78	65	13
11/05/2017	56	19	37	45	51	82	83	58	29
13/05/2017	57	4	15	21	22	44	77	54	84
16/05/2017	58	29	38	75	79	80	90	67	5
18/05/2017	59	1	19	47	61	70	87	37	60
20/05/2017	60	6	37	46	53	73	78	69	84
23/05/2017	61	10	18	23	34	61	75	35	79
25/05/2017	62	10	33	40	42	46	77	63	30
27/05/2017	63	16	34	57	64	65	78	49	47
30/05/2017	64	21	26	35	59	66	70	69	90
01/06/2017	65	7	15	27	37	56	58	32	18
03/06/2017	66	2	22	36	77	83	90	47	64
06/06/2017	67	7	12	26	46	56	70	13	18
08/06/2017	68	11	28	32	48	54	59	73	19
10/06/2017	69	19	54	56	57	67	69	21	79
13/06/2017	70	41	50	69	71	77	81	26	49
15/06/2017	71	6	24	28	32	78	83	13	66
17/06/2017	72	45	48	71	75	80	83	40	17
20/06/2017	73	38	46	54	76	82	86	17	12
22/06/2017	74	9	18	24	42	59	71	69	4
24/06/2017	75	2	18	20	23	30	75	26	41
27/06/2017	76	9	14	62	64	78	82	24	41
29/06/2017	77	16	19	38	40	58	79	26	50
01/07/2017	78	15	20	45	59	81	85	72	80
04/07/2017	79	21	37	58	75	81	85	12	11
06/07/2017	80	36	37	46	48	51	74	54	19
08/07/2017	81	6	8	32	54	80	82	75	62
11/07/2017	82	6	12	38	42	49	83	53	42
13/07/2017	83	2	11	26	62	74	78	88	63
15/07/2017	84	27	37	44	47	73	86	68	50
18/07/2017	85	17	34	42	47	75	85	49	36
20/07/2017	86	22	32	45	60	61	80	67	46
22/07/2017	87	6	22	26	33	51	88	68	87
25/07/2017	88	4	29	30	47	52	59	79	73
27/07/2017	89	5	15	52	60	77	84	28	10
29/07/2017	90	5	11	58	75	78	81	79	21
01/08/2017	91	1	8	28	54	82	90	5	25
03/08/2017	92	20	25	39	49	69	71	2	71
05/08/2017	93	14	19	50	69	75	90	67	18
08/08/2017	94	17	24	33	41	63	66	83	62
10/08/2017	95	3	5	24	41	48	80	71	30
12/08/2017	96	6	17	32	40	44	67	21	30
14/08/2017	97	34	44	46	47	64	88	72	83
17/08/2017	98	22	28	46	52	69	86	68	47
19/08/2017	99	18	29	34	47	48	60	25	45
22/08/2017	100	34	46	50	52	67	86	58	23
24/08/2017	101	40	45	54	72	85	88	50	79
26/08/2017	102	28	29	36	54	55	68	8	53
29/08/2017	103	21	23	54	73	84	88	33	1
31/08/2017	104	5	29	32	33	72	89	70	26
02/09/2017	105	2	49	57	60	71	77	40	11
05/09/2017	106	7	12	66	68	73	76	59	44
07/09/2017	107	11	29	64	68	70	85	48	17
09/09/2017	108	29	39	49	56	83	85	11	73
12/09/2017	109	7	10	25	26	37	68	41	4
14/09/2017	110	18	25	29	30	33	69	38	89
16/09/2017	111	22	35	36	55	63	86	47	3
19/09/2017	112	38	45	46	55	65	73	53	64
21/09/2017	113	13	16	27	48	67	77	8	45
23/09/2017	114	8	46	48	69	72	81	66	23
26/09/2017	115	13	18	19	46	58	60	57	10
28/09/2017	116	6	15	39	68	80	89	60	50
30/09/2017	117	7	12	21	22	39	90	71	45
03/10/2017	118	6	21	38	48	79	90	35	23
05/10/2017	119	14	33	48	61	65	80	46	79
07/10/2017	120	14	17	35	37	55	83	43	55
